"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","CREDITOS","MAT_MEDIA_FINAL"
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411172,"Estrutura de Dados e Algoritmos",4,7
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411176,"Gerência da Informação",4,8
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.4
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1114107,"Probabilidade e Estatistica",4,8.8
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1114114,"Métodos Estatisticos",4,7.3
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411169,"Paradigmas de Ling. de Programação",4,5.7
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411173,"Lógica Matemática",4,7.9
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411175,"Org. e Arquitetura de Computadores I",4,9
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411177,"Engenharia de Software I",4,7
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411178,"Sistemas de Informação I",4,9.1
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.6
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411187,"Análise e Técnica de Algoritmos",4,7
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411192,"Sistemas Operacionais",4,7.4
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411193,"Banco de Dados I",4,7.3
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411195,"Sistemas de Informação II",4,5.4
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1305220,"Informática e Sociedade",2,7
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411183,"Laboratório de Engenharia de Software",2,8.6
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411189,"Compiladores",4,7.5
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411190,"Redes de Computadores",4,7.8
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411194,"Banco de Dados II",4,6
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1305219,"Direito e Cidadania",4,9
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,7.3
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411185,"Projeto em Computação I",4,8.5
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411191,"Interconexão de Redes de Computadores",4,7.3
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.6
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411188,"Métodos e Software Numéricos",4,5.5
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411186,"Projeto em Computação II",6,8.4
"e12312ce5a4289776ac4bb6e39fbfc2a",2014,1,1411196,"Inteligência Artificial I",4,8.3
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1108089,"Fundamentos de Física Clássica",4,NA
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8.9
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1109103,"Cálculo Diferencial e Integral I",4,9.2
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411167,"Programação I",4,8.2
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411174,"Introdução à Computação",4,9.6
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411180,"Laboratório de Programação I",4,8.7
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1307151,"Leitura e Produção de Textos",4,7.6
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1109053,"Cálculo Diferencial e Integral II",4,8
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1109113,"Matemática Discreta",4,7.9
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411168,"Programação II",4,9.1
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411181,"Laboratório de Programação II",4,9.3
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411170,"Teoria dos Grafos",2,8.9
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1305218,"Métodologia Científica",4,9.7
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1108090,"Fundamentos de Física Moderna",4,9.1
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1109049,"Álgebra Linear I",4,7.3
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1114107,"Probabilidade e Estatistica",4,5
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411171,"Teoria da Computação",4,7.4
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411172,"Estrutura de Dados e Algoritmos",4,7
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411176,"Gerência da Informação",4,8.1
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,8.3
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1114114,"Métodos Estatisticos",4,7.1
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411169,"Paradigmas de Ling. de Programação",4,6.3
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411173,"Lógica Matemática",4,7.6
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411175,"Org. e Arquitetura de Computadores I",4,8
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411177,"Engenharia de Software I",4,7
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411178,"Sistemas de Informação I",4,8.9
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.4
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411183,"Laboratório de Engenharia de Software",2,8.3
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411187,"Análise e Técnica de Algoritmos",4,8.1
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411190,"Redes de Computadores",4,8
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411192,"Sistemas Operacionais",4,7.3
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411193,"Banco de Dados I",4,7
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1305220,"Informática e Sociedade",2,8
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,9.6
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,8.4
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411185,"Projeto em Computação I",4,9
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411191,"Interconexão de Redes de Computadores",4,8.4
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411195,"Sistemas de Informação II",4,8.4
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411186,"Projeto em Computação II",6,8.1
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411189,"Compiladores",4,7.3
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411196,"Inteligência Artificial I",4,8.5
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411188,"Métodos e Software Numéricos",4,NA
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411194,"Banco de Dados II",4,NA
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1305219,"Direito e Cidadania",4,NA
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411188,"Métodos e Software Numéricos",4,8.5
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1305219,"Direito e Cidadania",4,9.5
"d7a1d941d00b753ac7a4edc97bb51135",2013,1,1411194,"Banco de Dados II",4,7.3
"ca9780754c50207a7302041976493667",2014,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,5
"ca9780754c50207a7302041976493667",2014,2,1109103,"Cálculo Diferencial e Integral I",4,3.3
"ca9780754c50207a7302041976493667",2014,2,1411167,"Programação I",4,7.5
"ca9780754c50207a7302041976493667",2014,2,1411174,"Introdução à Computação",4,8.7
"ca9780754c50207a7302041976493667",2014,2,1411180,"Laboratório de Programação I",4,7.2
"ca9780754c50207a7302041976493667",2014,2,1307151,"Leitura e Produção de Textos",4,7.1
"ca9780754c50207a7302041976493667",2014,2,1109049,"Álgebra Linear I",4,8.2
"ca9780754c50207a7302041976493667",2014,2,1109103,"Cálculo Diferencial e Integral I",4,7.4
"ca9780754c50207a7302041976493667",2014,2,1109113,"Matemática Discreta",4,7.6
"ca9780754c50207a7302041976493667",2014,2,1411168,"Programação II",4,8.8
"ca9780754c50207a7302041976493667",2014,2,1411170,"Teoria dos Grafos",2,8.6
"ca9780754c50207a7302041976493667",2014,2,1411181,"Laboratório de Programação II",4,9
"ca9780754c50207a7302041976493667",2014,2,1109053,"Cálculo Diferencial e Integral II",4,8.1
"ca9780754c50207a7302041976493667",2014,2,1411172,"Estrutura de Dados e Algoritmos",4,6.8
"ca9780754c50207a7302041976493667",2014,2,1411176,"Gerência da Informação",4,8.9
"ca9780754c50207a7302041976493667",2014,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,8.4
"ca9780754c50207a7302041976493667",2014,2,1305219,"Direito e Cidadania",4,10
"ca9780754c50207a7302041976493667",2014,2,1108089,"Fundamentos de Física Clássica",4,8.4
"ca9780754c50207a7302041976493667",2014,2,1108090,"Fundamentos de Física Moderna",4,9.8
"ca9780754c50207a7302041976493667",2014,2,1114107,"Probabilidade e Estatistica",4,6.2
"ca9780754c50207a7302041976493667",2014,2,1411178,"Sistemas de Informação I",4,8.4
"ca9780754c50207a7302041976493667",2014,2,1411171,"Teoria da Computação",4,8.1
"ca9780754c50207a7302041976493667",2014,2,1114114,"Métodos Estatisticos",4,8.7
"ca9780754c50207a7302041976493667",2014,2,1411169,"Paradigmas de Ling. de Programação",4,8.2
"ca9780754c50207a7302041976493667",2014,2,1411173,"Lógica Matemática",4,8.5
"ca9780754c50207a7302041976493667",2014,2,1411175,"Org. e Arquitetura de Computadores I",4,8.7
"ca9780754c50207a7302041976493667",2014,2,1411177,"Engenharia de Software I",4,9.8
"ca9780754c50207a7302041976493667",2014,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.8
"ca9780754c50207a7302041976493667",2014,2,1411183,"Laboratório de Engenharia de Software",2,8.4
"ca9780754c50207a7302041976493667",2014,2,1411187,"Análise e Técnica de Algoritmos",4,7.3
"ca9780754c50207a7302041976493667",2014,2,1411190,"Redes de Computadores",4,7.9
"ca9780754c50207a7302041976493667",2014,2,1411193,"Banco de Dados I",4,NA
"ca9780754c50207a7302041976493667",2014,2,1411195,"Sistemas de Informação II",4,7.7
"ca9780754c50207a7302041976493667",2014,2,1411192,"Sistemas Operacionais",4,NA
"ca9780754c50207a7302041976493667",2014,2,1411193,"Banco de Dados I",4,NA
"ca9780754c50207a7302041976493667",2014,2,1305218,"Métodologia Científica",4,9.5
"ca9780754c50207a7302041976493667",2014,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7
"ca9780754c50207a7302041976493667",2014,2,1411188,"Métodos e Software Numéricos",4,7
"ca9780754c50207a7302041976493667",2014,2,1411189,"Compiladores",4,8.2
"ca9780754c50207a7302041976493667",2014,2,1411191,"Interconexão de Redes de Computadores",4,7
"ca9780754c50207a7302041976493667",2014,2,1305220,"Informática e Sociedade",2,8.7
"ca9780754c50207a7302041976493667",2014,2,1411194,"Banco de Dados II",4,7.3
"ca9780754c50207a7302041976493667",2014,2,1411196,"Inteligência Artificial I",4,NA
"ca9780754c50207a7302041976493667",2014,2,1411185,"Projeto em Computação I",4,9.3
"ca9780754c50207a7302041976493667",2014,2,1411186,"Projeto em Computação II",6,10
"ca9780754c50207a7302041976493667",2014,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.8
"94077bf6a5f373a24d119b15b2f243ec",2013,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,5.8
"94077bf6a5f373a24d119b15b2f243ec",2013,2,1109103,"Cálculo Diferencial e Integral I",4,5
"94077bf6a5f373a24d119b15b2f243ec",2013,2,1411167,"Programação I",4,8
"94077bf6a5f373a24d119b15b2f243ec",2013,2,1411174,"Introdução à Computação",4,7.2
"94077bf6a5f373a24d119b15b2f243ec",2013,2,1411180,"Laboratório de Programação I",4,9
"94077bf6a5f373a24d119b15b2f243ec",2013,2,1307151,"Leitura e Produção de Textos",4,7
"94077bf6a5f373a24d119b15b2f243ec",2013,2,1108089,"Fundamentos de Física Clássica",4,5.3
"94077bf6a5f373a24d119b15b2f243ec",2013,2,1109053,"Cálculo Diferencial e Integral II",4,5
"94077bf6a5f373a24d119b15b2f243ec",2013,2,1109113,"Matemática Discreta",4,8.4
