"ALU_NOVAMATRICULA","ALU_ANO_EVASA","ALU_PERIODO_EVASAO","MAT_TUR_DIS_DISCIPLINA","DISCIPLINA","CREDITOS","MAT_MEDIA_FINAL"
"51a0c689765218e52f0ad96f906049fb",2010,2,1411193,"Banco de Dados I",4,5
"51a0c689765218e52f0ad96f906049fb",2010,2,1411185,"Projeto em Computação I",4,7.2
"51a0c689765218e52f0ad96f906049fb",2010,2,1411186,"Projeto em Computação II",6,6.3
"51a0c689765218e52f0ad96f906049fb",2010,2,1411169,"Paradigmas de Ling. de Programação",4,5
"51a0c689765218e52f0ad96f906049fb",2010,2,1411192,"Sistemas Operacionais",4,5
"51a0c689765218e52f0ad96f906049fb",2010,2,1411195,"Sistemas de Informação II",4,4
"51a0c689765218e52f0ad96f906049fb",2010,2,1411187,"Análise e Técnica de Algoritmos",4,1.6
"51a0c689765218e52f0ad96f906049fb",2010,2,1411189,"Compiladores",4,5
"51a0c689765218e52f0ad96f906049fb",2010,2,1411195,"Sistemas de Informação II",4,6
"51a0c689765218e52f0ad96f906049fb",2010,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,0
"51a0c689765218e52f0ad96f906049fb",2010,2,1411187,"Análise e Técnica de Algoritmos",4,5
"51a0c689765218e52f0ad96f906049fb",2010,2,1411194,"Banco de Dados II",4,5.4
"51a0c689765218e52f0ad96f906049fb",2010,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,5
"51a0c689765218e52f0ad96f906049fb",2010,2,1411188,"Métodos e Software Numéricos",4,5.8
"51a0c689765218e52f0ad96f906049fb",2010,2,1411196,"Inteligência Artificial I",4,7
"51a0c689765218e52f0ad96f906049fb",2010,2,1305219,"Direito e Cidadania",4,9.7
"13e9cecb6f8c91607676848682fac568",2007,1,1114107,"Probabilidade e Estatistica",4,9.3
"13e9cecb6f8c91607676848682fac568",2007,1,1411171,"Teoria da Computação",4,8.9
"13e9cecb6f8c91607676848682fac568",2007,1,1411172,"Estrutura de Dados e Algoritmos",4,8.3
"13e9cecb6f8c91607676848682fac568",2007,1,1108090,"Fundamentos de Física Moderna",4,8.2
"13e9cecb6f8c91607676848682fac568",2007,1,1411176,"Gerência da Informação",4,8.1
"13e9cecb6f8c91607676848682fac568",2007,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,8.3
"13e9cecb6f8c91607676848682fac568",2007,1,1109113,"Matemática Discreta",4,10
"13e9cecb6f8c91607676848682fac568",2007,1,1305218,"Métodologia Científica",4,7.3
"13e9cecb6f8c91607676848682fac568",2007,1,1411168,"Programação II",4,8.2
"13e9cecb6f8c91607676848682fac568",2007,1,1411170,"Teoria dos Grafos",2,7.2
"13e9cecb6f8c91607676848682fac568",2007,1,1108089,"Fundamentos de Física Clássica",4,7.3
"13e9cecb6f8c91607676848682fac568",2007,1,1411181,"Laboratório de Programação II",4,8.7
"13e9cecb6f8c91607676848682fac568",2007,1,1411167,"Programação I",4,6.6
"13e9cecb6f8c91607676848682fac568",2007,1,1411180,"Laboratório de Programação I",4,9.1
"13e9cecb6f8c91607676848682fac568",2007,1,1411174,"Introdução à Computação",4,9.3
"13e9cecb6f8c91607676848682fac568",2007,1,1109103,"Cálculo Diferencial e Integral I",4,7.1
"13e9cecb6f8c91607676848682fac568",2007,1,1307151,"Leitura e Produção de Textos",4,8.5
"13e9cecb6f8c91607676848682fac568",2007,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.6
"13e9cecb6f8c91607676848682fac568",2007,1,1109049,"Álgebra Linear I",4,7.7
"13e9cecb6f8c91607676848682fac568",2007,1,1114114,"Métodos Estatisticos",4,NA
"13e9cecb6f8c91607676848682fac568",2007,1,1411177,"Engenharia de Software I",4,7
"13e9cecb6f8c91607676848682fac568",2007,1,1114114,"Métodos Estatisticos",4,7.6
"13e9cecb6f8c91607676848682fac568",2007,1,1411187,"Análise e Técnica de Algoritmos",4,7.2
"13e9cecb6f8c91607676848682fac568",2007,1,1411190,"Redes de Computadores",4,8
"13e9cecb6f8c91607676848682fac568",2007,1,1411193,"Banco de Dados I",4,7.5
"13e9cecb6f8c91607676848682fac568",2007,1,1411169,"Paradigmas de Ling. de Programação",4,9.1
"13e9cecb6f8c91607676848682fac568",2007,1,1411173,"Lógica Matemática",4,7.8
"13e9cecb6f8c91607676848682fac568",2007,1,1411175,"Org. e Arquitetura de Computadores I",4,8.2
"13e9cecb6f8c91607676848682fac568",2007,1,1411178,"Sistemas de Informação I",4,8.8
"13e9cecb6f8c91607676848682fac568",2007,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,8.8
"13e9cecb6f8c91607676848682fac568",2007,1,1411183,"Laboratório de Engenharia de Software",2,8
"13e9cecb6f8c91607676848682fac568",2007,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,6.3
"13e9cecb6f8c91607676848682fac568",2007,1,1411191,"Interconexão de Redes de Computadores",4,6.3
"13e9cecb6f8c91607676848682fac568",2007,1,1411192,"Sistemas Operacionais",4,7
"13e9cecb6f8c91607676848682fac568",2007,1,1411196,"Inteligência Artificial I",4,8.1
"13e9cecb6f8c91607676848682fac568",2007,1,1305220,"Informática e Sociedade",2,7
"13e9cecb6f8c91607676848682fac568",2007,1,1411189,"Compiladores",4,NA
"13e9cecb6f8c91607676848682fac568",2007,1,1411195,"Sistemas de Informação II",4,8.1
"13e9cecb6f8c91607676848682fac568",2007,1,1305219,"Direito e Cidadania",4,8.5
"13e9cecb6f8c91607676848682fac568",2007,1,1411188,"Métodos e Software Numéricos",4,7
"13e9cecb6f8c91607676848682fac568",2007,1,1411185,"Projeto em Computação I",4,8.8
"13e9cecb6f8c91607676848682fac568",2007,1,1411189,"Compiladores",4,4
"13e9cecb6f8c91607676848682fac568",2007,1,1411194,"Banco de Dados II",4,6.5
"13e9cecb6f8c91607676848682fac568",2007,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,6.6
"13e9cecb6f8c91607676848682fac568",2007,1,1411186,"Projeto em Computação II",6,8.7
"13e9cecb6f8c91607676848682fac568",2007,1,1411189,"Compiladores",4,8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411171,"Teoria da Computação",4,6.9
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411172,"Estrutura de Dados e Algoritmos",4,7.2
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411176,"Gerência da Informação",4,8.1
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1108090,"Fundamentos de Física Moderna",4,8.4
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1114107,"Probabilidade e Estatistica",4,7.2
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1109113,"Matemática Discreta",4,7.1
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1305218,"Métodologia Científica",4,8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411168,"Programação II",4,8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411170,"Teoria dos Grafos",2,7.3
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1108089,"Fundamentos de Física Clássica",4,5.8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411181,"Laboratório de Programação II",4,8.7
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411167,"Programação I",4,7.6
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411180,"Laboratório de Programação I",4,8.6
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411174,"Introdução à Computação",4,9
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1109103,"Cálculo Diferencial e Integral I",4,7
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1307151,"Leitura e Produção de Textos",4,7
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411178,"Sistemas de Informação I",4,8.9
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1114114,"Métodos Estatisticos",4,5.8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411177,"Engenharia de Software I",4,7.8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411190,"Redes de Computadores",4,7.8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411193,"Banco de Dados I",4,7.9
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411195,"Sistemas de Informação II",4,7.9
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,9.1
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411183,"Laboratório de Engenharia de Software",2,9.1
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411187,"Análise e Técnica de Algoritmos",4,7.7
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411194,"Banco de Dados II",4,7.5
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1305219,"Direito e Cidadania",4,8.9
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1305220,"Informática e Sociedade",2,8.8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411169,"Paradigmas de Ling. de Programação",4,7.9
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411173,"Lógica Matemática",4,7.9
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411175,"Org. e Arquitetura de Computadores I",4,8.5
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,9.5
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411191,"Interconexão de Redes de Computadores",4,9.5
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411192,"Sistemas Operacionais",4,7.7
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411196,"Inteligência Artificial I",4,8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411188,"Métodos e Software Numéricos",4,7.63
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411185,"Projeto em Computação I",4,8.9
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411189,"Compiladores",4,7
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,8
"f07bb3dd2901b04cfcb67a778b308420",2007,1,1411186,"Projeto em Computação II",6,9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411186,"Projeto em Computação II",6,9.3
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411196,"Inteligência Artificial I",4,7.5
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411189,"Compiladores",4,7.5
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.4
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411188,"Métodos e Software Numéricos",4,7.8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411191,"Interconexão de Redes de Computadores",4,9.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411185,"Projeto em Computação I",4,10
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411184,"Lab. de Intercon. de Redes de Computadores",2,9.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411167,"Programação I",4,9.5
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1307151,"Leitura e Produção de Textos",4,9.3
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411180,"Laboratório de Programação I",4,9.6
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1109113,"Matemática Discreta",4,8.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1305220,"Informática e Sociedade",2,10
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411176,"Gerência da Informação",4,8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1108089,"Fundamentos de Física Clássica",4,6
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411170,"Teoria dos Grafos",2,7.4
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411168,"Programação II",4,8.2
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411178,"Sistemas de Informação I",4,7
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1305218,"Métodologia Científica",4,9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411181,"Laboratório de Programação II",4,9.6
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411173,"Lógica Matemática",4,9.25
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1109103,"Cálculo Diferencial e Integral I",4,5.75
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411174,"Introdução à Computação",4,9.2
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,7.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1114107,"Probabilidade e Estatistica",4,9.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411172,"Estrutura de Dados e Algoritmos",4,8.8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411195,"Sistemas de Informação II",4,8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1108090,"Fundamentos de Física Moderna",4,7.2
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411193,"Banco de Dados I",4,8.4
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411171,"Teoria da Computação",4,8
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,9.4
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411194,"Banco de Dados II",4,9.7
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,9.5
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411177,"Engenharia de Software I",4,9.3
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1114114,"Métodos Estatisticos",4,7.1
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411175,"Org. e Arquitetura de Computadores I",4,9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411190,"Redes de Computadores",4,8.9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411187,"Análise e Técnica de Algoritmos",4,9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1305219,"Direito e Cidadania",4,8.3
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411192,"Sistemas Operacionais",4,8.6
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411183,"Laboratório de Engenharia de Software",2,8.9
"3fb1e4023f7785c87f7fd54fe088c8bf",2003,1,1411169,"Paradigmas de Ling. de Programação",4,9.3
"a93de89658694095184d65616a34bd53",2008,2,1109113,"Matemática Discreta",4,7.5
"a93de89658694095184d65616a34bd53",2008,2,1305218,"Métodologia Científica",4,8
"a93de89658694095184d65616a34bd53",2008,2,1411168,"Programação II",4,7
"a93de89658694095184d65616a34bd53",2008,2,1411170,"Teoria dos Grafos",2,7.1
"a93de89658694095184d65616a34bd53",2008,2,1108089,"Fundamentos de Física Clássica",4,3.5
"a93de89658694095184d65616a34bd53",2008,2,1411181,"Laboratório de Programação II",4,7.8
"a93de89658694095184d65616a34bd53",2008,2,1411167,"Programação I",4,7
"a93de89658694095184d65616a34bd53",2008,2,1411180,"Laboratório de Programação I",4,7.6
"a93de89658694095184d65616a34bd53",2008,2,1411174,"Introdução à Computação",4,8.6
"a93de89658694095184d65616a34bd53",2008,2,1109103,"Cálculo Diferencial e Integral I",4,5.4
"a93de89658694095184d65616a34bd53",2008,2,1307151,"Leitura e Produção de Textos",4,9
"a93de89658694095184d65616a34bd53",2008,2,1109035,"Álgebra Vetorial e Geometria Analítica",4,7
"a93de89658694095184d65616a34bd53",2008,2,1114107,"Probabilidade e Estatistica",4,8
"a93de89658694095184d65616a34bd53",2008,2,1411171,"Teoria da Computação",4,7.8
"a93de89658694095184d65616a34bd53",2008,2,1411172,"Estrutura de Dados e Algoritmos",4,6.1
"a93de89658694095184d65616a34bd53",2008,2,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,5
"a93de89658694095184d65616a34bd53",2008,2,1108089,"Fundamentos de Física Clássica",4,NA
"a93de89658694095184d65616a34bd53",2008,2,1411176,"Gerência da Informação",4,8.1
"a93de89658694095184d65616a34bd53",2008,2,1108089,"Fundamentos de Física Clássica",4,5.8
"a93de89658694095184d65616a34bd53",2008,2,1411169,"Paradigmas de Ling. de Programação",4,8
"a93de89658694095184d65616a34bd53",2008,2,1411173,"Lógica Matemática",4,9.2
"a93de89658694095184d65616a34bd53",2008,2,1411178,"Sistemas de Informação I",4,NA
"a93de89658694095184d65616a34bd53",2008,2,1411177,"Engenharia de Software I",4,4.6
"a93de89658694095184d65616a34bd53",2008,2,1305220,"Informática e Sociedade",2,8
"a93de89658694095184d65616a34bd53",2008,2,1411178,"Sistemas de Informação I",4,9
"a93de89658694095184d65616a34bd53",2008,2,1108090,"Fundamentos de Física Moderna",4,7
"a93de89658694095184d65616a34bd53",2008,2,1411177,"Engenharia de Software I",4,6.8
"a93de89658694095184d65616a34bd53",2008,2,1411183,"Laboratório de Engenharia de Software",2,8.6
"a93de89658694095184d65616a34bd53",2008,2,1411193,"Banco de Dados I",4,6.2
"a93de89658694095184d65616a34bd53",2008,2,1411195,"Sistemas de Informação II",4,8.5
"a93de89658694095184d65616a34bd53",2008,2,1305219,"Direito e Cidadania",4,9
"a93de89658694095184d65616a34bd53",2008,2,1411175,"Org. e Arquitetura de Computadores I",4,7.2
"a93de89658694095184d65616a34bd53",2008,2,1411182,"Lab. de Org. e Arquitetura de Computadores",4,7.4
"a93de89658694095184d65616a34bd53",2008,2,1114114,"Métodos Estatisticos",4,0
"a93de89658694095184d65616a34bd53",2008,2,1411185,"Projeto em Computação I",4,8.2
"a93de89658694095184d65616a34bd53",2008,2,1411187,"Análise e Técnica de Algoritmos",4,5.4
"a93de89658694095184d65616a34bd53",2008,2,1411192,"Sistemas Operacionais",4,7.8
"a93de89658694095184d65616a34bd53",2008,2,1411190,"Redes de Computadores",4,5.5
"a93de89658694095184d65616a34bd53",2008,2,1411189,"Compiladores",4,8.6
"a93de89658694095184d65616a34bd53",2008,2,1114114,"Métodos Estatisticos",4,8.3
"a93de89658694095184d65616a34bd53",2008,2,1411186,"Projeto em Computação II",6,8
"a93de89658694095184d65616a34bd53",2008,2,1411188,"Métodos e Software Numéricos",4,7.8
"a93de89658694095184d65616a34bd53",2008,2,1411191,"Interconexão de Redes de Computadores",4,7.2
"a93de89658694095184d65616a34bd53",2008,2,1411194,"Banco de Dados II",4,8.3
"a93de89658694095184d65616a34bd53",2008,2,1411184,"Lab. de Intercon. de Redes de Computadores",2,7.2
"a93de89658694095184d65616a34bd53",2008,2,1411196,"Inteligência Artificial I",4,5.7
"a93de89658694095184d65616a34bd53",2008,2,1411197,"Aval. de Desempenho de Sistemas Discretos",4,7.3
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1114107,"Probabilidade e Estatistica",4,9
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411171,"Teoria da Computação",4,9.8
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411172,"Estrutura de Dados e Algoritmos",4,8.2
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411176,"Gerência da Informação",4,8.1
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411179,"Lab. de Estrutura de Dados e Algoritmos",4,7.7
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1108090,"Fundamentos de Física Moderna",4,9.1
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1109113,"Matemática Discreta",4,7.6
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1305218,"Métodologia Científica",4,8.3
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411168,"Programação II",4,9.2
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411170,"Teoria dos Grafos",2,9.3
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1108089,"Fundamentos de Física Clássica",4,8.1
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411181,"Laboratório de Programação II",4,9.3
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411167,"Programação I",4,8.6
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411180,"Laboratório de Programação I",4,8.9
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411174,"Introdução à Computação",4,9.3
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1109103,"Cálculo Diferencial e Integral I",4,8.7
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1307151,"Leitura e Produção de Textos",4,9.5
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1109035,"Álgebra Vetorial e Geometria Analítica",4,9.5
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411175,"Org. e Arquitetura de Computadores I",4,9
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411177,"Engenharia de Software I",4,7.7
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411169,"Paradigmas de Ling. de Programação",4,9.2
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411178,"Sistemas de Informação I",4,8.6
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411173,"Lógica Matemática",4,9.9
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1114114,"Métodos Estatisticos",4,NA
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1114114,"Métodos Estatisticos",4,8.9
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411187,"Análise e Técnica de Algoritmos",4,8.8
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411190,"Redes de Computadores",4,7.3
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411193,"Banco de Dados I",4,7.8
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411195,"Sistemas de Informação II",4,8.8
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411182,"Lab. de Org. e Arquitetura de Computadores",4,9.4
"5480f9cf5948df3afa59c04e8ce0787e",2007,1,1411183,"Laboratório de Engenharia de Software",2,8.8
